L1,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY,URBAN_PROF,TRANS_PROF
Chihuahua,Mexico,1097,0.0606,108.7943,11117.1925,7.6073,97.0297,1.054367769,1.6370537019999998,396.7498442,137.39440249999998,3.1154200739999998,28.630997999999998,-106.07399960000001,41.14,17707.1158,847021.0,87.21094081,88.84752121,5.220918074,3.5110375719999998,1,0,3,2
Juarez,Mexico,728,0.2052,986.6823,14727.7035,7.218999999999999,63.9459,1.04081424,9.704975585,1768.0861940000002,103.78799029999999,3.120302109,31.691802000000003,-106.424224,52.9,23765.4144,1328246.0,84.97101301,82.35647568,7.431613181,3.6080703460000003,0,0,3,1
Cuauhtemoc,Mexico,1456,0.4035,18.0495,1060.0172,4.4041,97.6297,1.0307121540000002,1.720371044,606.6456483,190.99748369999998,3.14531784,28.41666602,-106.8666686,48.7,6144.4656,154424.0,76.85516195,79.99853344,4.006628973,1.916191821,0,0,3,2
Delicias,Mexico,394,0.7388,97.6433,1589.6038,5.4259,85.0013,1.019686104,8.691526417999999,1852.3558670000002,119.7427666,3.2302452319999997,28.18698,-105.461623,40.4,3275.913,137339.0,80.57320304,82.64265344,3.114024171,1.6484534169999998,0,0,1,1
Hidalgo del Parral,Mexico,146,0.0759,6.8246,772.4071,3.6029,114.3921,1.060989414,1.48614576,266.03345490000004,102.6690264,3.026650515,26.93333239,-105.66666399999998,57.7,1699.1042,106664.0,80.44028906,81.97962915,6.015633443,2.9572338489999996,0,0,2,2
San Cristobal de las Casas,Mexico,61,0.1548,103.5967,1940.8935,4.6135,70.0659,1.096544709,3.922886515,962.3284656999999,141.07215280000003,2.9376693769999997,16.739279999999997,-92.640196,71.1,2103.2983,186358.0,75.86929978,65.72126301,3.4369812000000004,1.0326839140000001,0,0,1,1
Tapachula,Mexico,570,0.5814,83.2637,1960.3433,4.9981,89.0701,1.075960669,4.240971794,1107.907741,146.55048469999997,2.9640516389999996,14.8999996,-92.28333266,70.0,4164.021,319567.0,70.52180739,65.49888354,5.3560933230000005,2.709004375,0,0,1,1
Tuxtla Gutierrez,Mexico,537,0.3537,307.8654,5089.2649,5.2374,76.1722,1.064151773,9.393660826,1735.3575870000002,103.3809423,2.99654587,16.74399599,-93.10899569,56.26,9184.5795,683404.0,79.73045428,73.39112204,4.63870614,2.0030687680000003,0,0,3,1
Acuna,Mexico,153,0.0133,4.9543,2031.933,4.333,159.159,1.030261661,0.37578147,66.70526667,99.54328156,3.21902378,29.323529999999998,-100.95491700000001,39.4,2795.5854,135475.0,84.65095331,80.64187756,8.018208243,3.6350744510000004,0,0,2,2
Monclova,Mexico,414,0.0819,78.7544,4875.8378,5.3328,77.2902,1.020630333,1.224681764,277.724336,124.1265078,3.0810260589999996,26.899999600000005,-101.416664,40.5,8160.6438,316334.0,88.93891137,87.47787252,6.122139895,2.7469045530000002,0,0,1,2
Piedras Negras,Mexico,400,0.2895,81.4618,2386.956,6.1966,83.9412,1.02482847,4.100436846,850.0444626,113.1283324,3.183844862,28.70000078,-100.51667009999998,42.81,4715.92,178886.0,86.00143094,84.31719583,5.623971161,3.271046498,0,0,1,1
Saltillo,Mexico,1321,0.0943,83.296,6837.8052,5.3674,110.7286,1.053111111,1.580882561,351.0844376,127.79916580000001,3.027391355,25.41799805,-100.9940036,33.01,17064.2817,820838.0,86.57851889,84.71155288,6.34390939,3.5268191410000003,0,0,3,2
Torreon,Mexico,1531,0.3014,513.9294,10783.5189,8.4843,95.8987,1.0508972429999999,6.001207057,1168.8350710000002,111.1536112,3.070902051,25.548164,-103.410261,47.83,24205.2631,1214931.0,82.48199893,82.88583696,9.487180308,4.670863253,0,0,3,1
Colima,Mexico,462,0.20199999999999999,74.2834,2833.6599,5.8069,105.9324,1.072094345,4.245846865,966.2673617999999,126.31226950000001,3.180305633,19.25099995,-103.7349986,37.17,5996.991,330435.0,82.60809694,81.98830409,4.292843058,1.987372074,0,0,1,1
Manzanillo,Mexico,370,0.2739,41.2398,1504.5523,6.8944,85.5056,1.122030545,3.884653824,1060.974166,152.7900155,2.787990558,19.04999917,-104.3333358,34.6,3702.072,160438.0,81.88457551,78.59755808,4.2568837319999995,1.483228113,0,0,1,4
Tecoman,Mexico,288,0.2407,10.6846,546.2655,3.5048,257.0438,1.076288927,2.188319582,750.9029764,186.4078707,3.117042535,18.917716,-103.876372,48.24,2340.0,141869.0,59.54753723,61.92847442,3.154719918,0.852163922,0,0,2,2
Durango,Mexico,917,0.0988,59.9628,5674.5836,5.8276,97.4169,1.06801956,1.9316395259999999,416.8997152,121.94790159999998,3.0652173910000005,24.02900103,-104.6629976,50.8,9812.3585,579719.0,83.44431262,85.12895578,6.12576149,2.9767549439999996,0,0,3,2
Acapulco de Juarez,Mexico,777,0.2196,141.7411,4848.0032,9.1387,124.111,1.132452552,2.748513093,644.7286964,134.66366000000002,2.6739284309999998,16.97437804,-99.93149956,54.38,10345.9881,859676.0,77.51157436,71.15800889,6.5817559889999995,2.862763818,1,0,3,4
Chilpancingo,Mexico,142,0.0651,17.3904,1402.9838,4.7918,285.0644,1.1442091490000001,0.9864509909999999,210.5342247,124.39781640000001,2.8012048189999996,17.55199792,-99.50100259,51.1,2702.4304,239288.0,79.11622161,74.55927722,3.9267933530000003,0.6762764379999999,0,0,2,2
Iguala,Mexico,122,0.2138,45.9272,1265.7545,5.3194,81.1053,1.0442126440000001,2.624138346,571.3707657000001,120.298631,2.919164882,18.35216262,-99.53458315,51.2,2070.1814,139808.0,77.81614816,71.69741697,3.6726730169999997,0.905475974,0,0,1,2
Celaya,Mexico,1194,0.62,137.7682,1931.4992,4.2826,130.6037,1.055209028,6.705950323,1584.578496,137.5381744,2.865658191,20.52919,-100.814097,52.41,13736.97,770819.0,76.18485818,72.37070645,7.211314408,2.4044003519999997,0,0,3,1
Guanajuato,Mexico,232,0.2288,18.2717,833.7021,6.1226,164.50599999999997,1.226128754,1.476639805,465.8336879,187.9574199,2.75,21.01666642,-101.2499999,41.7,2222.3744,171474.0,78.4319593,77.86379019,6.462377215,3.7456516460000002,0,0,2,4
Irapuato,Mexico,576,0.6768,228.9814,2663.9759999999997,4.3168,121.49,1.052383906,7.375870911,1620.1323419999999,130.6733542,2.906511309,20.678939,-101.35639499999999,50.7,7315.0848,527744.0,77.16074132,74.13971963,6.674646912999999,3.0276609810000004,0,0,3,1
Leon,Mexico,1219,0.6927,966.6917,8843.9254,6.0012,83.7983,1.058255085,14.23436892,2670.312961,110.0403899,2.9928748560000002,21.125581,-101.682354,46.32,19236.1857,1604170.0,77.26691081,74.61741025,5.7557952189999995,2.484808855,1,0,3,3
Uriangato,Mexico,162,0.5868,64.3646,926.1594,4.898,90.9945,1.052211326,7.09176076,1682.4098940000001,135.83863200000002,2.849111203,20.14999956,-101.1833343,55.74,1918.7118,110797.0,68.75643048,64.39409564,7.942874927,2.16576656,0,0,1,1
Salamanca,Mexico,453,0.5994,90.7539,1503.9605,4.5008,166.9835,1.078118383,4.681181722,1175.147409,145.7036256,2.970460048,20.56666759,-101.1999968,54.2,4560.1245,258638.0,77.12937671,73.8904767,11.74934338,3.4748259239999997,0,0,3,1
San Francisco del Rincon,Mexico,482,0.6732,43.8745,900.7519,4.6603,118.2416,1.050053879,2.4775732999999995,726.1878374,166.0118458,3.0831702539999997,21.01666642,-101.8499984,48.95,3487.511,183266.0,66.28756907,62.94313187,2.2109722080000003,1.390897964,0,0,1,2
Pachuca de Soto,Mexico,695,0.5807,365.6688,3834.4054,5.8669,79.5974,1.066209439,8.630567591,1794.736507,122.4213361,2.857629317,20.12000396,-98.75500159,39.08,11412.6645,515075.0,88.16464006,85.59715769,5.115944957,2.244653294,1,0,3,1
Tula de Allende,Mexico,780,0.8254,32.8321,380.9414,4.5511,84.6266,1.072376207,3.590662829,1194.242203,190.77449330000002,2.778451493,20.04999919,-99.34999836,50.51,8144.838000000001,287441.0,79.93095638,75.14326382,6.5903724829999994,2.95673198,0,0,1,4
Tulancingo de Bravo,Mexico,550,0.8174,48.7382,740.6589,4.3343,100.2907,1.077651614,3.559123811,978.1093611,157.4870159,3.017556431,20.090139,-98.367713,59.72,4427.885,242261.0,74.92062916,72.29635411,6.019100482000001,2.8459613439999996,0,0,1,1
Guadalajara,Mexico,1698,0.6225,7523.6067,35955.305,9.3297,65.3383,1.053752998,29.17346167,4843.6107600000005,95.4344928,2.968585045,20.67399906,-103.3440026,37.28,57080.817,4410442.0,84.9695411,83.13676274,4.159555872,2.324197819,1,1,4,3
Ocotlan,Mexico,265,0.24600000000000002,15.8017,696.0001,3.4931,132.2837,1.040687521,3.069140066,782.8808119,142.8868997,2.9784623089999998,20.3500004,-102.76667009999998,50.31,2445.3935,141571.0,72.63177408,69.33451249,4.938131457,1.86637217,0,0,2,1
Puerto Vallarta,Mexico,595,0.4097,49.7009,1147.612,4.4465,74.8216,1.09544283,7.823679147000001,1684.354775,120.2205024,2.8743750439999998,20.61666683,-105.2499999,34.29,6289.269,377777.0,81.89344022,81.39828421,5.283180326,2.677796727,0,0,1,1
Mexico City,Mexico,4360,0.5542,28205.4912,118730.6625,11.5641,64.4758,1.049819715,23.71759324,4477.3736229999995,108.2791116,2.8979776680000002,19.42704908,-99.12757465,40.09,186875.704,20014450.0,88.84317901,84.59303778,5.6799676020000005,3.459741464,1,1,4,3
Tianguistenco,Mexico,243,0.8011,19.9921,307.9291,4.438,68.4505,1.063797242,6.278857601,2184.89366,203.03919,2.937611408,19.18333244,-99.44999685,55.4,1969.4664,155690.0,81.49161247,75.29574629,3.1038443680000003,1.7355793769999999,0,0,1,4
Toluca,Mexico,2573,1.067,1744.2546,13352.9013,9.7154,70.5754,1.062259367,10.53631744,2860.3881920000003,154.7327533,2.75741581,19.28300399,-99.66670171,50.14,31501.238999999998,2009038.0,84.76654417,77.86019634,5.875425502000001,3.3969081119999998,0,0,4,3
La Piedad,Mexico,793,0.4297,9.1176,352.5326,3.7206,224.8938,1.0658167790000002,2.183568426,603.1454123999999,159.2382927,2.9184816430000002,20.346419,-102.031827,60.87,4773.5428,247553.0,63.70937584,60.45812993,10.39484012,3.386495019,0,0,2,2
Morelia,Mexico,747,0.4218,376.4919,5507.4615,6.3567,91.9536,1.069634913,12.72867747,2163.977985,98.77257476,2.936912448,19.69700406,-101.1850017,44.44,12107.2266,824863.0,79.23589736,78.58401602,5.7025813229999995,2.468506067,0,0,3,3
Uruapan,Mexico,359,0.3545,116.4105,2803.2016,6.0243,83.2491,1.067242054,6.1705047429999995,1107.614028,100.6072329,2.9898612589999995,19.41666597,-102.0666655,57.3,4205.4337,312996.0,71.54303042,71.56920276,5.423511736,1.969802347,0,0,1,1
Zamora,Mexico,200,0.4409,86.7399,1282.8745,5.849,117.6633,1.041745966,9.425905656,1545.587139,96.24751296,3.045227178,19.98333361,-102.26666999999999,55.06,3066.76,246610.0,64.27749438,61.08945379,4.8138957819999995,2.30111578,0,0,1,1
Cuautla,Mexico,645,0.6585,106.1051,1425.9688,6.7337,75.5802,1.061842226,4.451464366000001,1274.8916609999999,165.3153369,2.8249396019999997,18.7999992,-98.94999679,54.66,7288.5645,431057.0,76.26932983,72.99383239,6.306736311,1.7930133259999999,0,0,1,1
Cuernavaca,Mexico,780,0.6556,1534.726,10139.8457,6.6544,70.685,1.080743143,11.88693675,2619.090573,125.77471070000001,2.7120758210000004,18.92099707,-99.22100358,41.44,18008.093999999997,920408.0,84.90954879,80.64172398,4.77018138,3.140392233,0,0,3,3
Tepic,Mexico,401,0.1875,119.7349,3994.1504,6.6188,92.8307,1.0827775,5.536125876,953.9976522,98.17286206,3.0318059689999997,21.50800195,-104.8969976,32.99,6412.3108,425063.0,79.88535891,82.30476598,4.510368612,1.332667225,0,0,1,1
Monterrey,Mexico,2693,0.3859,3319.0652,34443.7479,8.2998,71.2856,1.063397666,14.07660593,2434.602286,103.1825374,3.0031839889999996,25.677,-100.3169966,27.74,67249.8653,4150525.0,88.38110571,86.27785597,5.938434964,2.924138483,1,1,4,3
Oaxaca de Juarez,Mexico,349,0.5788,883.4471,5110.4733,8.1442,73.4898,1.043534742,14.19991077,2954.443439,120.6724045,2.9026031000000003,17.06200197,-96.71399962,44.12,10423.6179,600964.0,85.77460527,78.89827219,3.455287194,1.3724459269999998,0,0,3,3
San Juan Bautista Tuxtepec,Mexico,353,0.4024,16.6031,554.8511,4.1777,111.7792,1.094281757,1.726034835,674.3582183999999,217.81766780000004,2.83747412,18.10000039,-96.11666855,52.6,2624.8374,155850.0,68.21290114,64.46208738,4.50095057,3.097437612,0,0,1,2
Santo Domingo Tehuantepec,Mexico,234,0.1522,22.4844,1027.3491,5.2191,185.8476,1.068152044,4.006934348,931.0100160000001,129.858507,2.7640084860000003,16.33333399,-95.2333297,50.57,3365.6454,161855.0,74.09392293,65.15695067,7.7242609579999995,1.9584255609999999,0,0,2,1
Puebla de Zaragoza,Mexico,2196,0.8177,2971.9473,16291.5048,8.6072,68.5703,1.042275355,15.52555173,3643.009929,132.6257728,2.867024771,19.04863495,-98.19294263,56.94,48991.662000000004,2856084.0,84.86541421,79.11575927,4.527635639,2.6540466659999997,1,0,4,3
Tehuacan,Mexico,286,0.4421,140.2125,2054.3681,4.9191,79.207,1.021890676,6.117063327,1191.407687,109.4452118,3.0903548880000002,18.465448000000002,-97.40476600000001,66.58,4415.411,295198.0,72.98744343,67.7998319,2.9115551510000004,1.055602007,0,0,1,1
Teziutlan,Mexico,146,0.606,1.3703,58.9675,2.8566,117.6223,1.104248834,8.000726789,2061.470845,147.4411483,2.602146416,19.81666765,-97.34999843,62.82,559.8954,119460.0,72.91964873,67.30919673,2.625578664,1.2484604190000002,0,0,1,1
Queretaro,Mexico,1299,0.6327,1103.0430000000001,9703.6091,7.4012,86.575,1.07042728,13.80025098,2570.984054,109.3503024,2.787225468,20.58299993,-100.3869986,36.17,23338.3536,1091781.0,86.50240158,82.39868057,5.786687357999999,3.4957122739999997,0,0,3,3
San Juan del Rio,Mexico,491,0.6369,116.5727,1445.4793,4.6546,76.8673,1.090069329,3.7595112389999996,1062.135891,166.7976918,2.9630075189999996,20.38333319,-99.99999992,49.3,6217.2875,242224.0,81.31400523,78.31796327,5.82278092,2.476723024,0,0,1,1
Cancun,Mexico,656,0.2148,173.4573,5591.106,5.648,70.0938,1.0601972579999999,4.2690137969999995,920.3572675,123.8086345,2.9303418530000003,21.159944,-86.851741,32.69,9474.936,674363.0,85.89551299,81.48100473,3.4900055610000003,1.460401805,0,0,3,1
Chetumal,Mexico,902,0.0564,3.5492,1215.7334,3.6106,110.7231,1.09066169,0.45004317200000005,169.8223483,208.06247439999999,3.269839292,18.49799701,-88.2909987,49.0,4667.0382,243286.0,73.42347498,71.66695258,3.003497545,0.794462835,0,0,2,2
Playa del Carmen,Mexico,331,0.1565,9.9078,829.0317,4.3651,74.8179,1.06740806,2.301084007,536.0826168000001,130.8180986,2.883084577,20.643828,-87.068435,28.7,2527.7477,158599.0,86.57169845,83.36221837,3.1382718830000003,1.234739179,0,0,2,2
Culiacan,Mexico,1536,0.2436,104.5278,4174.8591,4.7504,111.5996,1.057007083,3.24110246,766.9479619,133.2181696,3.0568300969999997,24.80499892,-107.38600159999999,40.3,15785.3184,855033.0,77.66085119,78.09342875,6.117855809,3.05027048,0,0,3,1
Los Mochis,Mexico,944,0.2363,49.0854,2261.369,4.9637,105.6704,1.042865471,3.030891669,717.4091362,133.2527906,3.148598471,25.76666642,-108.96666709999998,42.1,8672.6224,415242.0,79.7165114,80.30783742,5.753406684,3.616673102,0,0,1,1
Mazatlan,Mexico,366,0.1445,101.4849,3986.6974,6.5605,119.7121,1.08539371,5.321868232,935.8736597999999,102.1961394,3.148508825,23.36150697,-106.27000159999999,38.5,6447.3462,435998.0,81.0018188,82.60905128,5.029930299,1.810038042,0,0,1,1
Ciudad Valles,Mexico,460,0.1898,18.7364,1356.9267,4.6143,103.6708,1.056899869,1.810062475,490.24286770000003,151.95064630000002,3.128506067,21.98333364,-99.01667012,53.2,3346.04,166963.0,74.4947318,73.41084163,4.021885199,1.986622342,0,0,2,2
Rio Verde,Mexico,319,0.08900000000000001,3.5213,424.7955,4.166,213.169,1.092286238,0.573638482,320.4176247,314.3767812,2.944288577,21.93333241,-99.9833297,70.86,2969.7305,134275.0,58.36347639,63.79913563,7.3519783,3.532799551,0,0,2,2
San Luis Potosi,Mexico,748,0.4186,1265.6515,12377.7151,6.4619,77.777,1.0413745970000001,11.19910462,1948.61982,100.4884506,2.908276468,22.151997,-100.9799997,41.68,18273.5652,1036142.0,87.90578559999999,84.95023545,6.8826697139999995,2.7841631889999996,0,0,3,3
Obregon,Mexico,742,0.1522,49.5766,2985.125,4.8635,124.5596,1.051260227,2.138149004,511.414835,136.7634595,3.1300222260000004,27.479791,-109.93466699999999,36.1,8098.7074,405480.0,72.8477735,84.53321405,5.169659901,3.886740283,0,0,1,2
Guaymas,Mexico,459,0.0537,6.8802,1091.0393,4.6836,158.3499,1.046999985,0.975159276,260.1378716,149.7986618,3.0197588410000002,27.93333241,-110.9000014,36.66,5387.6502,202104.0,80.46727399,82.95294697,7.176718221000001,3.5921168619999997,0,0,2,2
Hermosillo,Mexico,1417,0.0836,101.1191,9805.8787,7.2406,124.074,1.055032857,1.262129651,339.04383989999997,149.806882,2.993579267,29.09400307,-110.9619987,33.0,17484.0796,776032.0,85.890109,86.47262792,7.190293863,3.836592959,0,0,3,2
Navojoa,Mexico,530,0.1887,22.5394,1585.3747,4.814,135.8374,1.040764939,2.024962397,566.6853563,155.3059049,3.1492970660000004,27.10000044,-109.43333429999998,47.5,3993.4970000000003,156866.0,77.71846579999999,80.44903778,6.948779613999999,3.5855612389999996,0,0,2,2
Nogales,Mexico,116,0.066,66.367,3119.7966,6.644,71.0261,1.080842283,1.8677065780000002,446.1425038,135.7732677,2.66989843,31.33333404,-110.93333429999998,37.9,3736.9748,216325.0,89.73868131,87.02128812,7.731418918999999,4.482681813,0,0,1,2
San Luis Rio Colorado,Mexico,385,0.0434,27.6595,4320.103,4.4226,91.5216,1.026031293,0.919565448,241.2515307,137.7913091,3.632356362,32.48333356,-114.800003,43.0,5683.678000000001,176420.0,77.24991561,77.13295705,8.061565916000001,4.143705412,0,0,1,2
Villahermosa,Mexico,1328,0.5893,164.7029,3401.6705,8.6349,79.1364,1.103195845,2.954946568,1070.899486,205.451086,2.7511054219999997,17.97599701,-92.93699661,44.93,10910.184,753111.0,83.73709037,82.46147327,3.24340003,2.04888187,0,0,3,4
Victoria,Mexico,438,0.2993,177.9283,4176.3724,4.8524,70.4553,1.0319360770000001,5.560983887999999,1029.57772,105.6704973,3.101894965,23.73333359,-99.13333118,36.0,6235.4556,319421.0,83.16033147,81.54148901,5.071292776,1.917370024,0,0,1,1
Matamoros,Mexico,562,0.1213,115.3809,6092.638000000001,5.8207,80.6585,1.04787837,2.8840603330000003,672.6008638999999,135.6048003,3.116241393,25.88333324,-97.49999993,54.0,8774.6184,487709.0,79.68140705,81.26143231,5.824105952000001,3.304305975,0,0,3,1
Nuevo Laredo,Mexico,452,0.3693,187.6007,3173.2143,5.0869,72.453,1.024767198,8.02594313,1524.758843,106.95728020000001,3.261942453,27.50000003,-99.51667008,44.3,7236.7008,382528.0,85.04094204,82.61639966,5.704208701000001,3.848906253,0,0,1,1
Reynosa,Mexico,957,0.2023,198.4285,6545.7758,7.646,110.2315,1.046310419,3.19548395,852.7218497000001,153.9707344,3.0887414110000004,26.08333397,-98.28333266,44.33,14339.1138,725314.0,82.32273066,78.8308734,4.781128869,2.0396633680000003,0,0,3,1
Tampico,Mexico,1027,0.1944,146.1989,5071.6714,5.4377,89.0508,1.078186809,2.7900639760000003,758.2552842,152.20304299999998,3.13933745,22.24323907,-97.84262663,46.05,15225.8912,857403.0,83.66245149,81.56356485,8.06789429,3.8477621060000002,0,0,3,1
Tlaxcala,Mexico,815,1.1511,228.202,1880.5385,7.4907,67.815,1.050357095,14.68709004,3895.739372,152.29105259999997,2.863322343,19.31000398,-98.23699769,61.29,8591.4855,501655.0,87.61871856,82.91280375,5.50144117,2.6448744509999997,0,0,3,3
Acayucan,Mexico,234,0.2821,5.7526,288.5007,2.7506,203.3894,1.06854809,1.896973807,655.3321059,188.5745274,3.0160289560000004,17.949410999999998,-94.917532,70.44,1654.0992,115302.0,63.58603221,56.02875055,4.463743254,2.256220059,0,0,2,2
Coatzacoalcos,Mexico,364,0.7324,202.6463,1715.9293,4.2072,68.4213,1.051143415,14.27458837,2789.259059,110.313864,3.0412408319999997,18.14999963,-94.41666397,46.17,5869.1724,345886.0,83.43178216,75.87337058,6.217126712000001,2.3890723719999998,0,0,1,3
Cordoba,Mexico,362,0.7862,121.3725,1412.6714,5.2021,94.7479,1.062011441,11.42335776,2574.227688,126.10218290000002,2.860232945,18.88333322,-96.93333428,51.82,3956.0446,312568.0,78.0558254,72.23120285,4.982161542,3.2543111839999996,0,0,1,3
Minatitlan,Mexico,770,0.2628,32.955,1688.6261,4.7884,99.6508,1.102341325,1.371522235,598.4743082,242.1479711,2.85078125,17.990329,-94.55119300000001,51.95,5718.713000000001,357470.0,75.18336601,65.76171819,5.639335816,2.710830879,0,0,1,2
Orizaba,Mexico,309,0.4985,217.8909,2627.9699,6.8506,74.006,1.094520385,6.344873743,1769.502993,153.56069019999998,3.1174176780000002,18.85000043,-97.09999835,57.98,5139.1953,426259.0,77.5246046,73.22197972,5.904010146,2.328681324,0,0,1,1
Poza Rica de Hidalgo,Mexico,1171,0.4199,67.9163,2313.4243,6.1455,113.3029,1.07331231,5.093896835,1111.837097,121.86336509999998,2.766855907,20.536174,-97.45803000000001,55.51,8186.8123,514312.0,73.87699207,69.3937595,4.25322707,1.726072184,0,0,3,1
Veracruz,Mexico,1060,0.6457,391.8633,5130.7734,5.4426,78.6284,1.04687734,9.6499189,1849.049454,109.05681809999999,3.099296282,19.18500308,-96.12299657,41.05,12538.104,811296.0,81.61663216,78.80812369,4.167101023,2.353099771,0,0,3,1
Xalapa,Mexico,577,0.6654,296.8394,3344.6626,5.329,84.5074,1.095202768,14.98182894,3013.0045649999997,115.16981750000001,2.733513351,19.533333,-96.916667,43.83,7696.2568,662797.0,80.95362773,78.15628369,3.4405402310000004,1.64586739,0,0,3,3
Merida,Mexico,951,0.6218,1468.9016,11805.2653,7.3239,68.3431,1.033865839,19.99557316,4014.9998840000003,115.40665800000001,3.144416333,20.98299594,-89.62800257,39.11,19030.5561,968815.0,83.52402837,78.64177845,2.67975846,1.9636195730000001,0,0,3,3
Fresnillo,Mexico,635,0.1247,7.5151,780.9719,3.5526,314.6371,1.052158857,0.546313919,231.04432059999996,237.5496923,3.15370019,23.16666596,-102.8833312,66.3,4900.93,212231.0,69.74687652,75.98915184,4.146684455,2.482300885,0,0,2,2
Zacatecas,Mexico,541,0.3757,31.8131,916.4303,4.7465,102.546,1.060760758,4.31381063,915.5959247999999,122.9880872,2.8953379010000004,22.76399694,-102.5549997,46.94,4998.2449,310453.0,82.78398147,83.16822463,5.639179338,2.2271180530000003,0,0,1,1
Chinandega,Nicaragua,257,0.134,3.6112,480.941,3.9878,98.8623,1.085051716,1.0439651509999999,396.7081776,213.390016,2.910339257,12.61666679,-87.15000140000001,0.0,1440.0995,198568.0,35.76429864,35.67373768,3.140280085,2.603009599,0,0,2,2
Esteli,Nicaragua,159,0.2013,9.6565,734.7032,3.9249,90.2982,1.0892785729999999,2.14739047,479.92500880000006,128.93878490000003,3.032290616,13.08333301,-86.34999835,0.0,1038.2382,112084.0,38.44906657,42.75029424,2.7339222189999997,2.477042049,0,0,2,2
Leon,Nicaragua,249,0.3083,17.4546,893.8011,4.4331,90.4494,1.062794981,3.199543119,884.029552,156.37404019999997,2.9491143319999997,12.43299608,-86.88099568,0.0,1577.2407,174051.0,49.36356404,47.11501285,4.142682961,2.662383221,0,0,1,1
Managua,Nicaragua,1269,1.2068,843.6098,6963.0599,6.3768,64.6432,1.052418544,15.71754807,2875.842698,105.01339809999999,2.873823163,12.132778,-86.25027800000001,0.0,12739.9986,1120366.0,60.95698639999999,54.97088342,3.778438748,3.318698651,0,0,3,3
Masaya,Nicaragua,253,1.7243,49.0466,708.8212,2.9678,80.4881,1.054554774,6.5091837439999995,1903.0887260000002,174.02882169999998,2.999080882,11.96666618,-86.09999837,0.0,1015.289,139582.0,42.4561777,39.67572576,2.395022356,1.7533224530000002,0,0,3,1
Panama City,Panama,1792,0.5316,422.7938,6039.8232,6.957999999999999,67.7598,1.086311585,5.696549,1465.58443,144.31763869999997,2.609170554,8.966666233,-79.53333273,11.95,23597.056,1745067.0,92.42048054,91.34369658,5.79735278,8.267682115,1,1,3,1
Colon,Panama,465,0.4589,28.028000000000002,982.5781,6.8448,79.5479,1.1456381979999999,1.771067207,734.8339785000001,232.5660934,2.600080873,9.359167145,-79.90139005,11.39,2890.347,211961.0,91.38348301,90.80395521,8.185269552000001,12.79180635,0,0,1,4
David,Panama,592,0.7054,47.5053,996.5367,4.7097,71.7551,1.052098646,4.954379323,1440.420384,163.7815995,2.802032367,8.433333379,-82.43333429,11.5,4000.9728,209078.0,86.83021909,87.51846005,6.710256661,9.206927985,0,0,1,1
